28.0784464518,13.9390238444,87.6339436849,20.0777689616,63.0026733398,70.0181884766,59.5551432292,8.8062947591,94.8240641276,1.5043059031,473.9959635417,165.4330891927,163.8065266927,161.3957356771,140.4681152344,129.3947591146,173.246484375,29.1299804688,7.0279627482,124.7020019531,122.9263427734,51.7155436198,90.4672119141,129.5853759766,8.805557251,250.4028483073
27.9565673828,12.7523630778,87.0508300781,19.9587849935,63.0089436849,70.0071940104,59.0905476888,8.839171346,94.3845947266,1.5010632833,470.0983723958,165.334781901,163.7099446615,161.314827474,139.5119954427,129.2079101563,173.192952474,28.8799804688,6.9856404622,124.6873616536,122.8909423828,51.9112589518,90.3614176432,129.6028808594,8.8471293132,440.0825195313
25.4313537598,23.0353210449,88.3288085938,21.9837402344,74.9957519531,73.9755940755,62.8899007161,9.7168487549,105.476546224,2.0051358541,498.9109700521,168.0474283854,166.4985188802,164.1324869792,147.3072753906,132.6034261068,177.262093099,28.7343607585,6.5455093384,127.9473470052,126.616414388,62.0802164714,87.2438395182,127.7844726563,9.7223917643,292.6643554688
28.5033996582,36.7104125977,87.5946126302,20.55528361,75.0110595703,67.1301188151,59.0911092122,5.7899042765,105.4958740234,1.9936786652,468.9232747396,168.2841471354,166.6553385417,164.435563151,151.2536621094,133.2688883464,133.582438151,24.2890096029,4.4096399943,128.0181477865,126.6571044922,81.876163737,83.4646565755,126.7677001953,5.7887349447,100.8682535807
23.0341300964,46.5804023743,79.3898468018,18.6740150452,80.3142089844,69.4903411865,56.3554840088,8.2290840149,101.0162658691,4.6459937096,447.4716796875,167.47265625,166.3552246094,164.1142730713,141.16746521,131.9655456543,134.7133026123,18.0197715759,3.7874686718,129.2196960449,128.12109375,85.4466171265,95.5293121338,125.76171875,8.2290840149,435.7738037109
20.9795654297,41.5223144531,73.3207356771,21.4919270833,79.985172526,63.5003092448,52.3412272135,5.3055267334,99.7309244792,5.9985458374,415.1191731771,167.4013020833,166.1150553385,163.2527994792,146.0010742188,132.2012369792,134.1546875,15.2993682861,0.3255657196,128.9629394531,128.004313151,168.9255045573,92.763688151,116.2904052734,5.3055267334,288.5031575521
28.0743103027,28.4907572428,106.4165690104,27.3809509277,79.9782633464,91.692195638,78.3439127604,11.9748881022,117.8650309245,2.0010718028,619.2637369792,171.8395507813,170.1364420573,163.8842773438,136.844124349,133.5884440104,136.6162760417,29.966800944,3.8813234965,130.1254231771,128.4754882813,175.8491210938,97.9885498047,125.9642415365,11.9745829264,403.9607747396
28.0049377441,36.3381347656,104.7172688802,27.9942830404,75.0026611328,97.983194987,76.7109700521,20.0574625651,124.320711263,3.246618398,608.4348307292,172.0564127604,170.1766438802,163.9208170573,138.0463216146,133.5712483724,180.4874511719,29.9935913086,10.274416097,129.0076985677,127.1453694661,54.6825764974,89.4088948568,128.9065755208,20.0555826823,334.8231445313
28.0274047852,31.8430643717,102.276961263,28.8187784831,78.1752034505,90.9576985677,74.2493977865,12.279880778,126.3664632161,1.9894849141,588.7242838542,172.2589355469,169.9012532552,160.312906901,137.6569498698,133.6074707031,179.1174316406,29.9935913086,9.6479492188,127.8053466797,125.9287760417,53.3846028646,87.7870361328,121.7120361328,12.2884501139,430.0337890625
26.5029968262,27.6707763672,93.8153889974,21.2900166829,62.9990437826,76.955086263,67.3145751953,8.4666193644,99.5996988932,1.5038303375,535.6721354167,166.5227376302,164.7674316406,160.7720865885,136.7361490885,129.3889567057,173.6760579427,29.9935913086,7.8226348877,125.2517089844,123.2599934896,54.5531860352,92.0235595703,128.432438151,8.446862793,338.6796549479
